,logFC,AveExpr,t,P.Value,adj.P.Val,B
TMEM165,0.652601587091524,4.98435450997919,3.78785499214319,0.000503217372657301,0.00342431469576369,-0.399835646470419
HERC2P2,-0.941819078360997,3.46804829627849,-3.78782599301647,0.000503260438718624,0.00342431469576369,-0.399916065533473
PARK7,0.542842474420688,5.8747840520532,3.78778155498506,0.000503326439725563,0.00342431469576369,-0.400039298523209
GPT,-0.479142852949212,-0.408484417752965,-3.78710851332122,0.000504327090260694,0.0034304348893043,-0.401905658456126
ZNF704,-1.01179897620585,-2.40125078050579,-3.78695345423631,0.000504557898252335,0.00343107076556994,-0.402335619449706
TGFBR3,-1.24172092098588,3.80917846235111,-3.78685894544779,0.000504698626240897,0.00343107076556994,-0.402597677510312
POTEE,0.667836953236784,0.635254717805887,3.78680301893938,0.000504781921295179,0.00343107076556994,-0.402752751551884
PLD6,-0.454564660900459,1.76460506376107,-3.78674016688806,0.000504875546886379,0.00343107076556994,-0.40292702762068
CCDC66,-0.747816116239408,3.27738284973011,-3.78670629814506,0.000504926005362732,0.00343107076556994,-0.403020938271808
PRR14,0.47718010649544,6.35339985784757,3.78617875149131,0.000505712587113656,0.00343572790868929,-0.404483660921282
ZNF569,-0.714623332810377,0.966904921369223,-3.78606495732044,0.000505882411630092,0.00343619387943738,-0.404799164565524
FTOP1,0.495109552200156,1.11366290493781,3.78578293160868,0.000506303539856017,0.0034376300352845,-0.405581085297845
CEP104,-0.453223220930717,4.52033099279571,-3.78574105482359,0.00050636610027781,0.0034376300352845,-0.405697187082543
WWP1P1,-0.906650524627561,0.222335920466995,-3.78566057424605,0.000506486352534424,0.0034376300352845,-0.405920314762601
AP005432.1,0.987077697364441,-1.86761252460085,3.78565213549354,0.000506498963127033,0.0034376300352845,-0.405943710583736
GIPC3,-0.796658460743504,1.96016238379985,-3.78544239165109,0.000506812494973169,0.00343903644342738,-0.40652520233853
STAT6,0.438553705473959,9.432953440615,3.78537797504708,0.000506908824655801,0.00343903644342738,-0.40670378734845
AC136475.1,0.729415987509604,2.84803904818722,3.78444272840433,0.000508309404755909,0.00344784928381796,-0.409296457118351
CLEC20A,-0.859959806879605,-3.09731245962542,-3.78424664614196,0.000508603522266993,0.0034491549955617,-0.409839994945085
KXD1,0.40212908482258,5.75169992084357,3.78416782528739,0.000508721797554452,0.00344926792900384,-0.410058481850514
KRT8P33,-0.918902638179295,-0.554540758982678,-3.78394764039275,0.000509052338780528,0.00345081974892924,-0.410668810806182
TMEM70,0.476148432938781,3.1069668497904,3.7829823422632,0.000510503895697297,0.00345996869563851,-0.413344322773868
KIFBP,-0.541277810110983,2.91449311629167,-3.7827521944165,0.000510850568588464,0.00346162707107799,-0.41398217644234
GIMAP4,0.394305231163934,8.31067309902038,3.78263625565872,0.000511025293957763,0.00346211986577133,-0.414303493456527
AL121787.1,-0.706763199441908,-3.31145377357162,-3.7824890159878,0.000511247274634514,0.00346293254752438,-0.414711552517768
ZNF532,-0.954933394891677,2.16517477654751,-3.78227695689762,0.000511567141878413,0.00346440780719017,-0.415299238959943
AC090018.2,0.715346084232426,-1.12656441089667,3.78220369091991,0.000511677700327091,0.00346446529114345,-0.41550227991798
MTMR12,-0.662677131840754,4.48669064653397,-3.78202533045628,0.000511946943082699,0.00346559695694316,-0.415996560222466
TAS2R20,-1.07107531626697,-1.35489151261159,-3.78162595404106,0.000512550315810202,0.00346869209503076,-0.417103291008125
TWF2,0.719385436799058,6.82027492698656,3.78158742968692,0.000512608554259452,0.00346869209503076,-0.417210044838849
NUPR1,1.39619931087894,-2.18734310310656,3.78144174218887,0.000512828852386893,0.00346949111176319,-0.417613751168689
KIF5C,-1.20361286855809,1.16927129198327,-3.77967562237568,0.000515506744154812,0.00348691309487896,-0.422507180373934
TMEM185B,0.485730847214447,5.36740759798609,3.77933899212464,0.000516018694165331,0.00348968051750542,-0.423439771164833
STK40,0.459710238408011,8.4819112340049,3.77806104227274,0.000517966690075497,0.00350215645309612,-0.426979821208276
PPHLN1,-0.572164574996805,5.21334100755398,-3.77776092302967,0.000518425195789428,0.00350455845359187,-0.427811102445432
AL121888.1,-0.862986423305161,-3.02662877191717,-3.77689612994248,0.000519748574929329,0.0035128048845582,-0.430206269044001
AL139353.2,-1.02559160271808,-1.50457815343159,-3.77593425340006,0.000521224356302414,0.00352207786215738,-0.43287002733051
ENOPH1,-0.637725425203359,3.07838821878911,-3.775798663196,0.000521432714252889,0.00352230325650891,-0.433245497051213
ZNF558,-0.631216122076996,3.04830188188806,-3.7757774884103,0.000521465260266257,0.00352230325650891,-0.433304132668749
LASP1,0.494692969033852,9.09003596166648,3.77532461980393,0.000522161797564945,0.00352630635355141,-0.434558146186069
PLD3,0.489085411029945,6.97333365757919,3.77514274012095,0.000522441791820632,0.00352657350297585,-0.435061759821954
RDH14,-0.580862497488854,1.77292432379857,-3.77513548830407,0.000522452958622046,0.00352657350297585,-0.435081839425846
AL031123.2,1.29218356855069,-0.197587987966705,3.77509646312874,0.000522513055991561,0.00352657350297585,-0.435189896189634
VIT,-1.13381248550448,-1.74631041027057,-3.77495129862894,0.000522736662788623,0.00352738127403011,-0.435591837519945
AC079228.1,1.15255093530436,-1.25508100613067,3.77466189567034,0.000523182726052363,0.00352968954237116,-0.436393134979304
RAI2,1.16008948965957,-0.973519376837788,3.77376909858271,0.000524561134244455,0.00353828577474668,-0.438864929814028
FKBP8,1.05003634756918,11.2052202462629,3.77308621642682,0.000525617819554968,0.00354470892734646,-0.440755374138187
STX8,0.642194498779153,3.51258171890117,3.7727942993959,0.00052607015679577,0.00354705468056457,-0.441563449483643
CAMSAP1,-0.556772701684168,3.983985197923,-3.7727029770631,0.00052621174170876,0.00354730465483192,-0.441816239147459
N4BP2,-1.14453911832991,2.2924930293347,-3.77230635184966,0.000526827091657403,0.00355074764595623,-0.442914106226525
NDUFB3,1.08140791964088,2.97974635650225,3.77222338091526,0.000526955906077305,0.00355091073338811,-0.443143764857271
ATL2,-0.661654019540716,3.27422647549136,-3.77186461430909,0.000527513250649447,0.00355396084826192,-0.444136782913788
GCK,-0.964981829922648,-2.61275704322084,-3.7717127344811,0.000527749367894031,0.00355484601013281,-0.444557152950335
LARS2,-0.400104029274511,3.39839909501724,-3.77148704494,0.00052810042081164,0.00355650485777553,-0.445181797741085
LINC01637,0.749634949729211,0.101807192546055,3.77134593782222,0.000528320023140323,0.00355688447739972,-0.445572333608657
RALGAPA1P1,-1.43410731939297,2.04999818101579,-3.77131616067703,0.000528366376025261,0.00355688447739972,-0.445654745627248
GPD1L,-0.619297951082216,3.46456670753281,-3.77088376454658,0.000529039912917019,0.00356071241805066,-0.446851423022706
EIF4EBP3,0.620229678923271,1.30429355920604,3.77040188983589,0.000529791499779118,0.00356484972580771,-0.448184960650816
EEF1AKMT2,-0.437123469595929,1.23671953344863,-3.77035500807802,0.000529864676998995,0.00356484972580771,-0.448314696816402
ODF2L,-0.701465306299094,3.30301696420748,-3.7699056147693,0.000530566625992383,0.00356886492656232,-0.449558268022434
TRAJ8,-0.952867163836255,-2.52312555164981,-3.76981103461291,0.000530714473956614,0.00356915210521803,-0.449819983680632
KCNJ11,-0.981214740046869,-2.34674212707233,-3.76960675799208,0.000531033935657493,0.0035705930752945,-0.450385233515374
NRSN2,-0.465141969063399,0.456814697676686,-3.76953313498068,0.000531149117906173,0.00357066020201452,-0.450588950861383
AC020951.1,-1.43863450970588,-0.998753673557623,-3.76926948723076,0.000531561789532282,0.00357257982533729,-0.451318458063615
CUX1,0.446497653150126,6.67054443292239,3.76921623477375,0.000531645179947518,0.00357257982533729,-0.451465803532606
METAP1,-0.577577552810807,4.34374810066485,-3.76863218822777,0.000532560595012113,0.00357791466205234,-0.45308175286439
HMGN1P36,-0.775111046042862,-0.0911832166201564,-3.76855571245483,0.000532680573346441,0.00357791466205234,-0.45329333874414
TPST1,1.39861043588382,2.85341114311891,3.76850808330552,0.000532755309115919,0.00357791466205234,-0.453425113538648
BX470102.1,0.808577937475486,0.350942984606759,3.76818800445727,0.000533257813693433,0.00357996339706383,-0.454310650654852
EIF4E2,0.419179122152894,6.08029355098864,3.76817940930891,0.000533271313875279,0.00357996339706383,-0.454334429703371
GDI1,0.424101563081076,7.40557243681241,3.76807556898411,0.000533434439352203,0.00358035035406219,-0.454621708886783
ABHD4,0.437826489995854,5.6636854268313,3.76771114366554,0.000534007306371386,0.00358339225714196,-0.455629880041498
HEATR5B,-0.731916012836438,5.0064227682284,-3.76765297640131,0.000534098798800341,0.00358339225714196,-0.455790793799104
PHEX,-1.08315940733037,-0.976027462248548,-3.76711902313477,0.00053493937262466,0.00358832256632929,-0.457267867303025
AC004918.5,-1.49849688176603,0.0685049842057825,-3.76612005735154,0.000536515426033333,0.00359818347963316,-0.460031045339433
DISP2,-1.16738234041579,0.13384065315533,-3.76574390085539,0.000537110044981996,0.00360145972871966,-0.461071421469377
EXOSC4,0.937310966752794,2.97744655015235,3.7655817159107,0.000537366619448688,0.00360246845690843,-0.461519978923329
UBE2V1,-0.765017574203432,1.69770109450295,-3.76513456512933,0.000538074619873123,0.00360650251732495,-0.462756624866473
TRAJ14,-0.820308628432672,-2.92515021076676,-3.76494757632978,0.000538370957644917,0.00360777631675889,-0.463273743464881
NKTR,-0.654875204533851,6.59887174781814,-3.76400114372151,0.000539873274989635,0.00361712962883896,-0.465890927044319
MLXIPL,0.920980455607531,-2.96564288394104,3.76378642262371,0.000540214675464547,0.00361870268691882,-0.466484656221889
WNT10B,-0.668388198587386,1.88468263296059,-3.76329295779367,0.000541000061603949,0.00362324863673268,-0.467849085640411
KDELR2,0.252475074822252,5.50090151132547,3.76292372304379,0.000541588448004806,0.00362647368360211,-0.468869965237102
SEC11A,0.436504587157803,5.51716384085665,3.76248822021503,0.000542283229518275,0.00363040973891702,-0.470074007018203
ZNF367,-0.849575004080576,1.12918011319678,-3.76231037030483,0.000542567210885229,0.00363159461089853,-0.470565693115343
XXYLT1,0.330032144010426,3.37019934407421,3.76211924216331,0.000542872554461962,0.00363292197230835,-0.471094076445856
HCG25,-0.771395136941252,0.269452007770814,-3.76079277494177,0.000544996280222274,0.00364641508837067,-0.47476082088108
SCLY,-0.392523083245782,1.76723941299942,-3.76065790423374,0.00054521266264887,0.00364668329537204,-0.475133609704744
AC006230.1,-1.32317883100274,-1.41016261072311,-3.76062728243348,0.000545261802890458,0.00364668329537204,-0.475218248907081
AC063977.1,0.592245934350186,-0.128264362859199,3.76053646483567,0.000545407567330562,0.00364668329537204,-0.475469268500019
MANBAL,0.599018059695597,4.44564918203003,3.76049998973877,0.000545466121342404,0.00364668329537204,-0.475570084782086
AC007663.1,-0.803858969183646,-1.99351520462989,-3.75964131394721,0.000546846322573611,0.00365519060275571,-0.477943313604511
NIPAL4,-1.01538810080857,-0.835028156756645,-3.75839947850183,0.000548848371124973,0.00366785024861662,-0.481375086215569
LAS1L,-0.331681304923941,4.67355532998043,-3.75804112937182,0.000549427406169231,0.00367079881894466,-0.482365275364909
NPIPB3,-0.754542738939097,1.80671502604232,-3.75799258811494,0.000549505886484527,0.00367079881894466,-0.482499401057714
AP001273.1,-0.512274775778325,0.554334879728816,-3.75760685275034,0.000550129919184505,0.00367424433627715,-0.483565208720365
PMS2P1,-0.385888751111196,2.12430569182839,-3.75752536355111,0.000550261837897263,0.00367440238085951,-0.483790361322823
ZBTB32,-0.67684949086249,1.96114329663039,-3.7572816380921,0.000550656575096336,0.00367631500234458,-0.484463755169557
C5AR2,0.578176792151515,6.80687769923411,3.75649089191644,0.000551939150833723,0.00368381259971737,-0.486648384435555
SERF2,0.799731627131984,7.54625854261564,3.75645547290244,0.000551996667319621,0.00368381259971737,-0.486746233136956
ACKR1,1.45925469970565,-0.0976784717296768,3.75604549028923,0.000552662854548796,0.00368724383549629,-0.487878821639351
TRBV10-1,-0.968268184967314,-1.08829465960512,-3.75598154586133,0.000552766828874332,0.00368724383549629,-0.488055464773756
NCR3,-0.910572181840211,3.62932441281926,-3.75590066674339,0.000552898366262148,0.00368724383549629,-0.488278887113379
BCRP5,-0.697321700991281,-3.12140906422844,-3.7558717811411,0.000552945351560784,0.00368724383549629,-0.488358680828422
AF111167.2,0.661577134012367,-0.171103806305482,3.75557146298259,0.000553434077494133,0.00368977793327556,-0.489188264239091
MYCBPAP,-0.756746359113793,-0.68104558591099,-3.75528278206138,0.000553904258899153,0.00369218742253634,-0.489985672658947
GLE1,0.304439311749123,5.54326787154923,3.75514691661757,0.000554125679703374,0.00369293811515648,-0.490360956966517
IRF5,0.407821832418932,6.29410573498422,3.75504415286269,0.000554293211277025,0.00369332944192477,-0.490644804406692
TRAV9-2,-1.29410853770787,1.55043061019299,-3.75487641730245,0.000554566768893339,0.00369442694205647,-0.491108105081947
PSMA7,0.534239355229116,6.36195362824659,3.75453367903508,0.000555126141701082,0.00369689658661874,-0.492054749208115
AC025279.1,-1.05416935125172,-0.717718676833787,-3.75451580954897,0.000555155320900233,0.00369689658661874,-0.492104103687191
AL355488.1,-0.621187892359519,1.96609005828289,-3.75411646335749,0.000555807802657911,0.00370051558215277,-0.493207046266249
SPRY2,-1.05010340948267,0.0195818778173991,-3.75395598986994,0.000556070204936465,0.0037015365553939,-0.4936502380286
FBLN5,-0.881852213809826,1.96827840590192,-3.75369422927056,0.000556498486297387,0.00370366110233449,-0.494373143269847
SF3B6,0.83946254503387,4.08847252852746,3.75359988948705,0.000556652919090315,0.00370396263081033,-0.494633676094701
EPHA2,-1.25837800141566,-1.25663773379453,-3.75340454469661,0.000556972827206489,0.00370536489632353,-0.495173139088381
NBPF9,-0.553615155157775,2.37962581236087,-3.7531713618658,0.000557354933722912,0.00370718031754322,-0.49581707838764
ADAM29,-0.683224971776099,-3.39548473333433,-3.75241825916051,0.000558590741057488,0.00371467220473614,-0.497896660989359
UBTF,-0.297216025406873,7.01426416913895,-3.75225328805313,0.000558861804446626,0.00371574679070076,-0.498352178716481
WWP1,-0.909856398800519,4.03531533700301,-3.75218099673081,0.000558980626084709,0.00371580893273937,-0.498551786379263
WDR92,-0.579787166945552,0.906213522287853,-3.75191790063716,0.000559413270111179,0.00371795676798779,-0.499278220876639
ERICH1,0.387944403072484,5.40201660760061,3.75150392001226,0.000560094688876798,0.00372175683826474,-0.500421214855437
BPHL,-0.579893684457463,1.01332150519367,-3.7513089488051,0.000560415892352217,0.00372316230538637,-0.500959507065663
AC083843.3,-0.65554799260125,1.24917656108177,-3.75073864215298,0.000561356460698475,0.00372868121116001,-0.502533981256782
BAG3,-0.552875955604133,3.18331669331627,-3.74993968544357,0.000562676691626348,0.00373671928530258,-0.504739514730158
MAP2K6,0.717770162903629,4.55215691857127,3.74982085204594,0.000562873313223033,0.00373729381796091,-0.505067537739785
ZNF559,-0.501742639823067,2.8126590197342,-3.74969453486167,0.000563082390269131,0.00373795080980145,-0.505416213418874
PPP1R3F,-0.4910738316741,2.4714109602846,-3.74958179191011,0.000563269062954556,0.00373845884528814,-0.505727415295197
ZNF469,-0.73849874793498,1.96769513887226,-3.74938636515078,0.000563592779941462,0.00373934570957497,-0.506266837189322
TRBV14,-0.868873520983511,0.364516793887619,-3.74936811300413,0.000563623023103693,0.00373934570957497,-0.506317216562054
IL23A,-0.501734693582316,1.61505922776503,-3.74922906441565,0.000563853473180956,0.00374014355808247,-0.506701013203942
TMEM205,0.814031719356267,4.45133619832891,3.7489342970778,0.000564342302458357,0.0037426546365849,-0.507514597025536
FGF22,-0.8733280406381,-2.06742354006291,-3.74860931850391,0.000564881707265414,0.00374550007970359,-0.508411532166843
HLF,-0.916976709435488,-0.934186579513338,-3.74839028376147,0.00056524554571532,0.00374718052981824,-0.509016043870808
SEZ6,0.542487506651705,-0.723703268933297,3.74793266692938,0.00056600642348499,0.00375149190117702,-0.510278962962781
LINC02648,-1.08749102877243,-0.728615228877463,-3.74782993570366,0.000566177370257216,0.00375189228841672,-0.510562468117223
NAE1,-0.544115147459026,3.11351874584011,-3.74746180664616,0.000566790353939603,0.0037552211972317,-0.511578356373586
AC092636.2,-0.832874419449156,-2.64616813841061,-3.74694043170946,0.000567659609514575,0.00376024638293203,-0.513017062494199
ARHGEF7,-0.401280653047896,5.439337541517,-3.74667948774321,0.000568095148410782,0.00376239717607,-0.513737088486462
AC026348.1,-0.991226006273852,-2.69144974161561,-3.74654146699834,0.000568325647939023,0.00376318945422285,-0.514117921471576
SUCLG1,0.408943636839711,5.14230950003282,3.7464595927197,0.000568462423573844,0.00376336094810677,-0.514343829551645
PSMD9,0.413582370063413,3.5259697570163,3.74630178520363,0.000568726139717919,0.00376437258859314,-0.514779246688241
DUSP1,0.764834686472048,7.67665376574991,3.74606298337266,0.000569125432277952,0.00376628103380352,-0.515438124405954
AC015849.5,-1.10269493013369,-1.80664777746511,-3.74556616048909,0.000569957021235769,0.00377104896974356,-0.516808845112515
ZNF577,-0.700412428327611,2.06666581424806,-3.74544735130201,0.000570156059534326,0.00377163067096357,-0.517136623900121
RPA1,-0.530110065990543,5.73437581923729,-3.74492100831122,0.000571038637794402,0.00377673293920842,-0.518588676347559
CHROMR,-0.75435784502377,2.50891802746843,-3.74444950592125,0.000571830379249443,0.00378123256039053,-0.519889356455882
EVI2A,0.894266408053713,5.39154837446666,3.74311837115558,0.000574071332762583,0.00379531148746155,-0.523560996327235
MMP24OS,0.583329302223644,5.19038285174479,3.74299133804376,0.000574285634757189,0.0037959889026151,-0.523911357278713
PDE3B,-0.908974420671849,5.13158421636156,-3.7426843689668,0.000574803803705695,0.00379867420276065,-0.524757963955977
LIN37,0.59203684646916,2.5849613843223,3.74242576933595,0.000575240674681124,0.00380082129258842,-0.525471144872069
PLEKHM2,0.385612263391055,6.88360781100891,3.74225305540584,0.000575532631382181,0.00380201023245893,-0.525947452513252
SPTBN2,-0.783773595500107,-0.656905418699255,-3.74170025214472,0.000576468055999864,0.00380744867809834,-0.527471895580823
AC040162.1,0.464512278084855,4.01434276436046,3.74112918770971,0.000577435923319082,0.00381309924305375,-0.529046586794761
SAMD12,-1.18987789143598,-0.24489646077886,-3.74105630231982,0.000577559565859126,0.00381317385418993,-0.529247557794257
FAM228B,0.533246964050844,1.88709810523921,3.74096427487488,0.000577715717448985,0.00381346302638146,-0.529501307661647
P2RY8,-0.40806956092337,7.16438964545619,-3.74080084123178,0.000577993131149989,0.00381455237361324,-0.52995194069574
GGNBP1,-0.909823103515533,-2.06313146208595,-3.74063405541334,0.000578276367518928,0.00381567971740425,-0.530411807190147
CD8A,-0.855296089930452,6.93281055260411,-3.74011532884172,0.000579158128276154,0.00382056120970152,-0.531841993549746
AP003392.1,-0.796029971254828,-0.0415148040847659,-3.74006644334702,0.000579241293533793,0.00382056120970152,-0.531976771491689
DUX4L37,0.910919765872177,-0.0129895297562639,3.73977548656865,0.00057973651535607,0.00382281230873564,-0.532778926140413
MTF1,0.633389165485243,5.62223938093474,3.73973360006939,0.000579807841770405,0.00382281230873564,-0.532894402929061
INTS3,0.349502588485606,6.69415874691814,3.73864885001979,0.000581657963005397,0.00383426579536399,-0.535884738063007
AC069549.1,1.13644718889431,-1.48581289781595,3.73837606253796,0.000582124118686904,0.00383647819650115,-0.536636668941799
AC034238.2,-0.967690709383959,-0.334144131821265,-3.73832018799368,0.000582219644987844,0.00383647819650115,-0.536790682370261
NAA60,0.445393843056064,6.23273515490952,3.73821101095355,0.000582406343966567,0.00383696353395055,-0.537091616501062
HHLA3,-0.489466911874307,0.889027599456482,-3.73715742530162,0.000584211009654992,0.00384807311785383,-0.539995495524305
UTP4,-0.343963281852277,3.75910371414066,-3.73709424968644,0.000584319393359809,0.00384807311785383,-0.540169607213056
CD180,-0.620652648632787,4.88635406542637,-3.73675493400245,0.00058490185365063,0.0038511617297012,-0.541104736128084
TAS2R31,-0.931968241065143,-2.6346989185605,-3.73581199632885,0.000586523421303775,0.00386092251158156,-0.543703194801103
SERHL2,-0.536399768726688,0.729056647519868,-3.73576068224123,0.000586611790472751,0.00386092251158156,-0.543844592552415
C13orf46,-0.66637002983184,1.20348444953934,-3.73557180382487,0.000586937173118713,0.00386231514734303,-0.544365045791088
RRS1,-0.363115533451352,3.33055094331014,-3.73461187908117,0.00058859354048058,0.00387242898620693,-0.547009922485971
PLLP,-0.490732558947428,1.49011308059262,-3.7345360704845,0.000588724541733336,0.00387242898620693,-0.547218784094062
UBE2B,0.540145814506584,6.14381253886609,3.73448292738163,0.000588816392605443,0.00387242898620693,-0.54736519841947
IBA57,-0.29860531086543,3.38305342694808,-3.7342412416824,0.000589234289204855,0.00387442662615095,-0.548031053349366
PITPNC1,-0.356979286711536,5.60033594329465,-3.73368181794777,0.000590202682917383,0.00387965858162327,-0.549572213676473
AC006483.1,1.69635698246408,-1.72080744389201,3.73364955098412,0.000590258585690371,0.00387965858162327,-0.54966110287224
TTC12,-0.498299578959878,2.50059072495911,-3.73351634536018,0.000590489419633743,0.0038804243719668,-0.5500280546089
ATOX1,0.697921997414651,4.22818080167385,3.73311824269629,0.000591179817197489,0.00388420932158676,-0.551124702097955
SDK2,-1.40355734989346,1.29742016947776,-3.73246112578326,0.000592321108054773,0.00389095472219762,-0.552934732877276
AC005041.4,-0.495428659556714,-3.52197892639255,-3.73218505113902,0.000592801233262456,0.00389335515855153,-0.553695137048596
MIS18A,-0.476055591064243,0.852031288599703,-3.73159864749133,0.000593822303173065,0.00389930675455604,-0.555310206487664
FCER2,-1.25670199726961,4.29850906393575,-3.73144393568921,0.000594091976686662,0.00390032299278505,-0.555736293052235
SPATA2L,0.893457884556501,4.63401388014556,3.73120287986983,0.000594512389571478,0.00390232827825085,-0.556400160322159
AC010173.1,0.883082470838706,-1.59743102456405,3.73097473288289,0.000594910553451657,0.00390418677595827,-0.557028458237181
FAM98B,-0.590695194666206,3.35742209512144,-3.72970434060981,0.000597132365186619,0.00391801019508297,-0.560526685073837
LNX2,-0.971349010669185,2.20581789162892,-3.72957017595202,0.000597367475392888,0.00391811335144304,-0.560896096252701
TRUB1,-1.04318635245658,1.91160035106672,-3.7295252696133,0.000597446189245624,0.00391811335144304,-0.561019740717795
NNAT,-0.918964813017376,0.498581020632441,-3.72949777180558,0.000597494393585209,0.00391811335144304,-0.561095452441229
DTNBP1,0.557517240170557,4.5244182212077,3.72939011062183,0.00059768316245288,0.00391854246114387,-0.561391881334736
SMAP2,0.651105127452127,9.51080042328253,3.729328777522,0.000597790727234781,0.00391854246114387,-0.561560751021083
AC004890.3,-0.945147009974446,-1.30242018418024,-3.72915355239987,0.00059809813659875,0.00391980053146067,-0.562043194802619
RNASEL,0.489499600403194,5.93637778560163,3.72905242604901,0.000598275618905041,0.00392020676773647,-0.562321619113472
PALD1,-0.801064985043548,0.127472362867979,-3.728663220867,0.000598959170029066,0.0039239282279727,-0.563393158351896
SLC25A53,-0.357129633673494,2.46446934037571,-3.72828900359128,0.000599617109346621,0.00392748049506812,-0.564423384348094
FAM3C2,-1.21457486875336,1.82016139517984,-3.72786560968706,0.00060036235120668,0.00393160311106639,-0.565588936047318
AS3MT,-0.815809298401809,-2.14091282468683,-3.72763911137773,0.000600761392032641,0.00393345740130631,-0.566212432798464
ANKRD20A5P,-1.2579587716395,-1.41898040586073,-3.72581428158756,0.000603985702314997,0.00395380572959993,-0.571235114512391
AL353593.2,-0.815803190422338,-2.00325163459998,-3.72511118115473,0.000605232471278513,0.00396103256036806,-0.573170028584052
NFYC-AS1,-0.88925626226921,0.197927770202006,-3.72506013947805,0.000605323077326885,0.00396103256036806,-0.573310487288862
YKT6,0.388469980002634,6.34836425199087,3.72487711227465,0.000605648083661589,0.00396175176198764,-0.573814142090717
TMEM94,-0.363105078337391,5.87640060079345,-3.72485317023123,0.000605690610651808,0.00396175176198764,-0.573880025019402
AC005071.2,0.695090774485924,1.24306826003663,3.72480107814535,0.000605783149040006,0.00396175176198764,-0.574023369624877
ZNF680,-0.96771887755975,0.578102402868239,-3.72454922583356,0.000606230741755955,0.00396391520644974,-0.574716391981966
AC116407.4,0.587973059476072,0.673433056103248,3.72427677167726,0.000606715307672749,0.0039663195248514,-0.575466079737686
ZER1,0.555475008877757,6.85809560343169,3.72279193374715,0.000609362704956881,0.00398274573529464,-0.579551323767108
UNC93B1,0.536686355410307,7.22546321329508,3.72273599857633,0.000609462652440055,0.00398274573529464,-0.57970520362917
AKR1B1,-0.501510850121298,5.00455909689209,-3.72171586696666,0.000611288248364225,0.00399378947471009,-0.58251143569446
TMEM179B,0.446915442079516,5.06756469778775,3.72166023392689,0.000611387959183125,0.00399378947471009,-0.582664463632447
STAC2,-0.708676874814898,-3.36065300213187,-3.72151904300334,0.000611641085465339,0.00399467418180961,-0.583052827955447
AC136475.7,0.906192587694556,-1.05441920410673,3.72122365733058,0.000612170978496968,0.00399736578532976,-0.583865302982772
LRP1,0.616374296011328,7.0390452122477,3.7210685524661,0.00061244939889222,0.00399836583390155,-0.58429191558168
FAM49A,0.430309782007065,6.37581187087914,3.72100710739834,0.000612559729429263,0.00399836583390155,-0.584460916613205
S100P,2.12473726517797,4.2334897600009,3.72092314556672,0.000612710522007805,0.0039985811455468,-0.584691846556786
KCNA2,-0.708223071513227,0.57284231337987,-3.72046633232186,0.000613531571051969,0.00400272504933778,-0.585948230043129
KBTBD8,-0.849574200394898,1.46465219006781,-3.72041879958991,0.000613617064549408,0.00400272504933778,-0.586078956199104
KIF3A,-0.989885881390471,2.07665989710569,-3.72037309222504,0.000613699285744912,0.00400272504933778,-0.586204661428179
TMEM177,-0.518394237695474,1.41813880334148,-3.72025812513654,0.000613906142577602,0.00400328228422574,-0.586520842807918
NDUFA2,0.728720536936594,4.13300516540601,3.72019452195161,0.000614020610797219,0.00400328228422574,-0.58669576170377
ZNF91,-0.842705443546456,2.86237640880397,-3.71992464231967,0.000614506549062757,0.00400568106170311,-0.587437958086711
NFATC1,-0.39164312898351,5.06647228051643,-3.71980898368129,0.000614714914630662,0.00400626989869315,-0.58775602334336
FAM89A,0.638342213886924,1.0515940345527,3.71970647905999,0.000614899639502303,0.00400670446611387,-0.588037910716272
AP000238.1,0.890407492387801,-1.90298276141516,3.7192020942455,0.00061580937859056,0.00401186217430341,-0.589424914163477
RER1,0.354895943528896,6.83358020847044,3.71897693112055,0.000616215915824451,0.00401374028303848,-0.590044059774912
AL008727.1,-0.593381459286303,-0.94622165805125,-3.71884106074247,0.000616461358260063,0.00401456857675807,-0.590417662824761
SOD1P3,-1.09795109231366,-1.867258917334,-3.71858643724915,0.000616921575891287,0.00401644838110328,-0.591117784283532
CXXC5-AS1,-0.810767874826183,-2.53953413120644,-3.71852776911902,0.000617027662237033,0.00401644838110328,-0.591279096986437
FOXQ1,1.67584739796243,-2.75026809093052,3.71838782356239,0.000617280789181099,0.00401644838110328,-0.591663883627398
POGLUT1,-0.532101813414519,3.75466733919402,-3.71837991382987,0.000617295098925924,0.00401644838110328,-0.591685631591734
ARL14EP,-0.684755922479544,3.28344837527192,-3.71835416889981,0.000617341677102582,0.00401644838110328,-0.591756417630186
TMCO3,0.580300807001137,5.14483647232761,3.71794436246697,0.000618083563025179,0.00402050446458425,-0.592883155028537
AC106820.5,-0.691486203859526,-3.10710606918199,-3.71779164866337,0.000618360245843144,0.00402084050915459,-0.593303017243374
TIMM10B,-0.478206373132128,4.11348318462622,-3.71778508063408,0.00061837214830555,0.00402084050915459,-0.593321074809195
ACHE,1.50961677243191,-0.490757477963113,3.71743369870963,0.00061900923869255,0.00402421213937991,-0.594287111708683
TCTE3,-0.610076122648606,0.496876377663898,-3.71708802227275,0.000619636602677145,0.0040275192585346,-0.595237420909818
HSD17B13,0.594800742505747,-0.0352601636457438,3.71693286066985,0.000619918403126563,0.00402808270577627,-0.595663966699277
