,logFC,AveExpr,t,P.Value,adj.P.Val,B
LINC02212,1.01834358765027,-1.39630543640203,4.17925748393036,0.000155366976768161,0.00138374860285094,0.709110160984684
AC007608.3,0.699418355679258,1.44359135528079,4.17911835747872,0.000155432916366202,0.00138397273014209,0.708708311759591
MYORG,-1.03870238763995,-0.314721886350939,-4.17767892011763,0.000156116749782419,0.00138969701576576,0.704550970348305
GYPE,-1.1601494100001,-1.13828499913018,-4.17721801363787,0.000156336332758954,0.00139128678723241,0.703219906190093
RASA4,-0.860070921286145,-0.0994509924213121,-4.17706985736046,0.000156406980718798,0.00139155065257076,0.702792053320091
H2BC11,1.00481355993314,2.17048051869403,4.17668205003501,0.000156592053296143,0.00139283214700673,0.701672151298078
DHX35,-0.452782314625981,3.13432993158311,-4.17614385955158,0.000156849247215809,0.00139475429630573,0.700118040028862
RNF125,-0.955322294509225,4.61125484165893,-4.17569763465444,0.000157062804701329,0.0013962875110457,0.698829550685656
HLA-F,0.870507678382179,9.06931997565198,4.17561113263559,0.000157104236287455,0.00139629012518167,0.69857977914234
AC025809.2,0.94783399294727,-1.93115653066398,4.17531397607903,0.000157246645678985,0.00139718996011416,0.697721764700463
SYNE1,-0.651961598799965,6.99034612808092,-4.17488269128678,0.000157453558929282,0.00139810339325903,0.696476506790575
TRAJ34,-1.1341469458183,-1.63618229939665,-4.17486005121536,0.00015746442807245,0.00139810339325903,0.696411138946888
HEXIM2,0.462819277863128,1.90674539032346,4.17484215389658,0.000157473020812835,0.00139810339325903,0.696359464771617
DDIT3,0.981363913292001,2.94290855781913,4.17473764165118,0.000157523207671559,0.00139818324131487,0.696057712612749
CC2D2B,0.783899801317517,-0.0340650900580194,4.17350987534346,0.000158113952370152,0.00140305980950267,0.692513064872745
RPL23AP66,0.93730426162733,-2.24407669064514,4.17326923711897,0.000158229989634566,0.00140367859295561,0.691818370954561
RELB,0.867219970162563,5.94449051296723,4.17319377536265,0.000158266394886604,0.00140367859295561,0.691600524921509
AC067930.8,1.61596777542107,-0.00688835884051084,4.17291397173216,0.000158401452810718,0.00140450943346432,0.690792789374589
TRAJ32,-1.26958760769832,-1.88467191377296,-4.1728162125063,0.000158448666556087,0.00140456114918953,0.690510583354427
TCAF1,-0.741641178972481,0.458367363673618,-4.17253592566254,0.000158584109915431,0.00140539474118788,0.689701480203354
DDX20,-0.457109834563495,3.73432352685616,-4.17236104287972,0.000158668675990919,0.00140574595729261,0.689196656899268
PRKCE,-0.618131528768927,2.60375795596569,-4.17228270086258,0.000158706573223301,0.00140574595729261,0.688970514408839
CPLANE1,-1.20353775682242,1.83263749119855,-4.17057172467322,0.000159536449451433,0.00141272793302388,0.684031996718991
SLC9A7P1,0.749567329983592,1.89155323023745,4.1701547068532,0.000159739357097465,0.00141415577949978,0.68282844188532
PPAT,-1.06244143242128,1.72834497942592,-4.16969183423245,0.000159964871219262,0.00141578296190982,0.681492598209712
IFNAR2,0.481333919286132,2.95381500463948,4.16910814658059,0.000160249690158845,0.00141793404154628,0.679808163124911
TLR6,0.698631395184621,6.5662922179963,4.16829920260834,0.000160645244773531,0.00142106356479103,0.677473817852449
AP000919.4,0.701919010409805,0.298193074738023,4.1681853955708,0.000160700970157843,0.00142118612014005,0.677145421905115
NR2C1,-0.650320441013239,3.21508563861978,-4.16759237771249,0.000160991645589853,0.00142324082810559,0.675434293247168
DDX24,-0.453755982372291,6.66750511560119,-4.16754035458306,0.000161017169875831,0.00142324082810559,0.675284186991965
PHLDA1,-0.671030304906038,0.860830323203395,-4.16721133727072,0.000161178688274732,0.00142429758849803,0.674334864792753
AC093909.6,0.939195983157576,-0.00336169256175473,4.16684793113135,0.000161357272347846,0.00142550456481796,0.673286352224937
CNPY3,0.71531283672287,8.20410749708262,4.16609607637279,0.00016172736013848,0.00142840230492331,0.671117182314585
MAP9,-1.47759806325399,-0.115898204905882,-4.16579767857771,0.000161874470951445,0.00142907404110812,0.670256317956469
FAM49B,0.559931590324517,7.56452647402234,4.16574601449417,0.000161899954726638,0.00142907404110812,0.670107271720696
TCL1A,-1.96392821176994,4.55706701172336,-4.16568566814637,0.000161929726065106,0.00142907404110812,0.669933178810011
TUBE1,-0.902772629484528,2.13980871227312,-4.16553797413624,0.00016200261214621,0.00142934563594142,0.669507101002294
PPP1R15A,0.676432809432542,7.17283869834418,4.16531788474338,0.000162111284314783,0.00142993274745644,0.668872182532308
CHAD,-1.07932092450981,0.276635802031873,-4.16505034153323,0.000162243483276878,0.00143072702244317,0.668100385229589
SLC39A10,-1.08989293038664,3.53811038993975,-4.16482254451498,0.000162356125704222,0.00143134847237733,0.667443260699407
STMN1,-0.575980909862267,4.35157290639246,-4.16439656254294,0.000162566972671878,0.00143265823662589,0.666214469514852
DHX30,-0.348669122756427,5.75924714381755,-4.16432094019299,0.000162604431153169,0.00143265823662589,0.665996333572147
ZBTB14,-0.895960358528329,3.386959921771,-4.16426667125451,0.000162631317710198,0.00143265823662589,0.66583979338468
AC025181.2,0.744314219145611,0.283771312149847,4.16287612940287,0.000163321718197469,0.001438366829024,0.6618289996339
SENCR,0.676010258920157,1.98893028792305,4.16264360403057,0.000163437445268092,0.00143901265039937,0.661158366735062
SLC28A3,0.798367848581918,-1.45579024364705,4.16226014201832,0.000163628467820268,0.00144032091668971,0.660052443981307
ANAPC13,0.390465589895847,4.152364171076,4.16210081698973,0.00016370790003767,0.00144064649807586,0.659592954236498
AL009179.1,-0.922324462668251,-0.219631699315836,-4.16194864684928,0.000163783800288028,0.00144094083705968,0.659154105190455
RABL3,-0.546685301596064,3.25033414915981,-4.16138082301376,0.000164067325845977,0.00144275728843892,0.657516590399416
ZNF664,-0.790617835603962,4.63328687973915,-4.16136490804301,0.000164075279399394,0.00144275728843892,0.657470695331202
NTN1,-0.927464877560567,-1.68192257005404,-4.16054489552219,0.000164485592639454,0.00144599067220107,0.655106059459955
SNORD59A,-0.794839082696948,-2.86257107457476,-4.15996496044176,0.000164776381646919,0.00144817191762292,0.65343383058279
SLFNL1,-0.876198879375145,-0.850797070920286,-4.1590993438527,0.000165211349561191,0.00145161885239605,0.650938008935852
NR1I3,0.752035945860875,-0.953741969814184,4.15842871925795,0.000165549105136449,0.00145387615759576,0.64900453957559
THOC1,-0.506801872163537,3.84128665719236,-4.15841915736579,0.000165553925788334,0.00145387615759576,0.648976972652166
TRAV26-1,-1.34023242824194,1.08515143897966,-4.15828096081044,0.000165623613226996,0.00145411191933541,0.648578554814555
STK33,-0.958498355586789,-1.08963531292327,-4.15737093656849,0.000166083220395709,0.00145754097217194,0.645955097994383
ZNF181,-0.943060079031064,1.58489309273568,-4.1571281764259,0.000166206036398,0.00145754097217194,0.645255295182673
RSAD1,-0.490497427951114,4.792502511922,-4.15709632348989,0.000166222157852701,0.00145754097217194,0.645163474108571
IFRD1,0.565345993232158,5.57573469251709,4.1570934584299,0.000166223607995865,0.00145754097217194,0.645155215137656
TRRAP,-0.684965227588178,5.74242365960768,-4.15708301601573,0.000166228893502964,0.00145754097217194,0.645125113309685
MYO9A,-0.945992819376355,3.41216883704568,-4.15640795466935,0.000166570929148043,0.00146004691362943,0.643179207951167
GPX7,-0.735521801615826,2.55318034843858,-4.15632875788719,0.000166611101036667,0.00146004691362943,0.642950926212799
ARVCF,-0.836158650465605,1.86464208848028,-4.1561692228113,0.000166692052541993,0.00146004691362943,0.642491077345897
NPIPB5,-0.472827399354493,7.02320248017787,-4.1561500448092,0.000166701786453813,0.00146004691362943,0.642435798523532
LINC02576,-1.10298736971995,-1.89352730256404,-4.15608002489803,0.000166737330196093,0.00146004691362943,0.642233973402897
CCDC136,-0.805083881213229,1.59752223174247,-4.15601019379245,0.000166772785461709,0.00146004691362943,0.642032693770323
VSIG10L,0.502057212471745,0.202166917887557,4.15590875556744,0.000166824301679017,0.00146012131191057,0.641740312745964
RIOX1,-0.501147389539302,3.63591273404568,-4.15490630667814,0.000167334239119937,0.00146363749344113,0.638851043278422
AC126755.1,-1.43431752216771,1.07269829663099,-4.15480901715703,0.000167383810389453,0.00146363749344113,0.638570648309853
KRT73,-1.47926534116652,0.87352987816765,-4.15480438131181,0.000167386172817849,0.00146363749344113,0.638557287552707
TMEM132D,1.0119083475773,-0.522884117299828,4.15478014258392,0.000167398525412128,0.00146363749344113,0.638487430316879
FAM136A,-0.431009355473222,3.89757057188091,-4.15457700144458,0.000167502085623231,0.00146416579712174,0.637901973350545
DNAJC11,-0.626618253862967,4.00745779061129,-4.15437078348748,0.000167607278321982,0.00146470809495487,0.637307659969927
SH2B2,0.750621808858915,5.5383098956223,4.15418117457462,0.000167704055555559,0.00146517659039042,0.636761223124426
RPL23AP64,-1.1456042107853,0.347706710243996,-4.15377302494942,0.000167912561993683,0.00146662073576675,0.635585002347073
AC092944.1,0.504972401240767,1.03733707023561,4.15363888658016,0.000167981142844237,0.00146684228207334,0.635198446919504
TBC1D31,-0.672482154716591,2.91309274838984,-4.153444785906,0.000168080428981866,0.00146733176967657,0.634639102480772
PSMC1P5,0.72641379394168,-1.95365353667188,4.15298032753851,0.000168318240657591,0.00146903001398816,0.633300702002948
RALGAPA2,0.741919750294999,6.40310438540376,4.15278740834076,0.000168417115500803,0.00146945145322879,0.632744795479812
AC009107.2,-0.587801281488528,-0.895263940258036,-4.1527171969512,0.000168453114268848,0.00146945145322879,0.632542480192941
PM20D2,-0.786712052520931,2.7108918160946,-4.15223154944299,0.000168702321008309,0.00147124721985201,0.631143114168199
ANAPC15,0.645013534462529,2.4484890981984,4.15175565384329,0.000168946872575378,0.0014730014767412,0.629771907653678
RPL18AP7,-1.11821506084886,-2.18104664571945,-4.15165574992563,0.000168998254763282,0.00147307107426176,0.629484060242667
ZNF626,-0.830324881000396,1.08000401255978,-4.15140316504079,0.000169128231240901,0.00147310095371209,0.628756313610217
AGPAT5,-1.03716236179254,3.18101427650798,-4.15135751985753,0.000169151729986476,0.00147310095371209,0.628624802661578
TTC28-AS1,-0.416309108224544,2.6954021388829,-4.15131732998755,0.00016917242290175,0.00147310095371209,0.628509009780212
MRPL33,0.769759036705509,3.47128197825346,4.15131177192309,0.000169175284826166,0.00147310095371209,0.628492996218593
SNAPIN,0.455796658687674,4.38466608671976,4.15079729527845,0.000169440400648026,0.00147503105380746,0.627010752067987
PSME2,0.748078160186903,6.69250971854178,4.15026726399471,0.000169713955894264,0.00147703361306746,0.625483766470458
LINC01300,1.32610553967785,-2.43529032557407,4.14896368735905,0.000170388581261453,0.00148252479496956,0.621728560667963
LSM10,0.677786779483067,5.34781658364176,4.14877462153372,0.000170486643381406,0.00148299785998249,0.621183956858324
ADAMTS2,3.18076595494994,-0.554233477133983,4.14626458315324,0.000171793745985206,0.00149352954656496,0.613954685298607
SPTAN1,-0.606438056587185,7.21613299373135,-4.14608796023862,0.000171886089682695,0.00149352954656496,0.613446048281112
TSPAN16,0.84202486943646,2.23147365345995,4.14605580405607,0.000171902907098666,0.00149352954656496,0.613353446090514
CDK2,-0.556888227654796,3.0482074268021,-4.14604175355726,0.000171910255896611,0.00149352954656496,0.613312984066737
WDR43,-0.715374909685267,3.91457741955617,-4.14602812046531,0.000171917386672244,0.00149352954656496,0.613273724123003
AC005392.3,1.12738810742542,-3.21290016342653,4.14437405564787,0.000172784688479118,0.00150068011677539,0.608510788265997
TTC39B,-0.780098580901487,3.5180615969003,-4.14403090352852,0.00017296515272898,0.00150186319107881,0.607522760313851
GEN1,-0.803987185710766,2.28712004515592,-4.14387976428907,0.000173044695415729,0.00150190111575688,0.607087599323355
IFT22,-0.726489344475456,-0.177873970841682,-4.14385445570481,0.000173058018494053,0.00150190111575688,0.60701473128651
TMEM220-AS1,-0.893988635591807,-2.20398643659322,-4.14303078916389,0.000173492164043426,0.00150506824350658,0.604643337018038
TADA3,0.570459575632054,7.03297457943813,4.14299388895118,0.000173511638584681,0.00150506824350658,0.604537102879536
DLC1,0.939470421133924,-1.02271352630857,4.14278083338842,0.000173624122989926,0.00150565916773737,0.603923732022925
CIB2,-0.637693816161715,-0.25078160852179,-4.14160947231094,0.000174243824393768,0.00151064722543378,0.60055168591798
HMGN1,-0.598977335795939,5.28538452123514,-4.14128761006326,0.000174414481204908,0.0015117406335692,0.599625191021184
APBA1,-1.09111685809575,-0.559208768464407,-4.14117198750837,0.000174475826038781,0.0015118862617841,0.599292372994422
POLA1,-0.688176576782342,2.10850146053791,-4.14090884315169,0.000174615518679623,0.00151271055003159,0.598534928529429
TRPC2,1.12482712585563,-0.265091537312797,4.14076079503956,0.000174694159356736,0.00151300565370919,0.598108789396068
VCAN,0.948523408806301,8.21152050398999,4.14040941964334,0.000174880942414596,0.00151423697638679,0.597097419686993
ZNF341,0.475261202466287,4.08261429617236,4.14026296523573,0.000174958851709822,0.00151452520906268,0.596675887133128
ZNF546,-0.648575197869286,1.78394757710835,-4.14015252646089,0.000175017624174109,0.00151464767968322,0.596358020359993
LINC00920,-1.22393641030279,0.10734788874072,-4.13931798573712,0.000175462366749769,0.00151793974367558,0.593956135152814
AL162377.1,0.660332987455754,1.70423407062377,4.13927095050994,0.000175487465505361,0.00151793974367558,0.593820768908832
ACADSB,-0.877207098893485,2.97279294521746,-4.13825459619071,0.000176030664806566,0.00152225040123935,0.590895868703076
AC020910.6,-0.600150676849058,-1.14906930109293,-4.13755686359681,0.000176404523097817,0.00152509483519768,0.588888067495467
COCH,-1.34101708871393,0.0704173940711561,-4.13735706347412,0.000176511722346555,0.00152513754968508,0.588313144704411
RN7SL268P,-0.942813121615855,-2.49401404022464,-4.13735295721457,0.000176513926154296,0.00152513754968508,0.588301329095752
EXOC6,0.756718293083145,4.39542963533353,4.13729643378357,0.000176544264707816,0.00152513754968508,0.588138685485486
IPO9,-0.411481055267499,5.20444034335157,-4.13710776444889,0.000176645568473049,0.00152562439824739,0.587595804151716
ECHDC3,1.28381489874003,2.48184038114359,4.13674733589704,0.000176839253966988,0.00152690866399072,0.586558725233597
MIR4645,-0.909429330493411,-2.50017067429264,-4.13650954799257,0.000176967148771879,0.00152762435493772,0.585874545158529
GRAMD2B,-1.0255435906139,0.78246645030077,-4.13556972247202,0.000177473519796678,0.00153160595192953,0.583170559706887
MOB3A,0.590280973334917,9.08252153897963,4.13544310999941,0.000177541845589686,0.00153180613192809,0.582806299041842
STMN3,-0.725220232697533,5.26535753891289,-4.13528559126007,0.000177626885613688,0.00153215038157556,0.582353127814029
AL139246.1,-0.818517722954673,-2.19867824762616,-4.1350876408347,0.000177733809928155,0.00153268317494447,0.581783646567344
SNX9,-0.696841799337096,3.85760520230291,-4.13484729938562,0.000177863716440619,0.00153341383373825,0.581092225049583
TNFRSF10A,-0.690448502394897,3.39267515955258,-4.13443432724552,0.000178087147563866,0.00153495021904843,0.579904210138137
VPS18,0.622203994193706,5.60889697027756,4.13407796515044,0.000178280170867944,0.00153622380289407,0.578879084167959
PIEZO1,-0.457385825592665,7.01216276350234,-4.13327484125964,0.000178715930870004,0.00153958784913443,0.576568908259387
TRAV12-3,-1.54756198407793,1.31942526471863,-4.13241154446265,0.000179185498079514,0.00154324135392409,0.574085836704595
RAD54L2,-0.434702083884834,4.46222668364913,-4.13211714470166,0.000179345903938714,0.00154423101762756,0.573239109833655
AC084871.1,1.38969357229751,-1.45611986461586,4.13132518080653,0.000179778106690435,0.00154725065985016,0.570961446787499
ZNF850,-0.862122137695604,0.846708294885802,-4.13130748898952,0.000179787773332421,0.00154725065985016,0.570910567586584
SLCO5A1,-1.16101764043261,-1.78059940991803,-4.13094669542705,0.000179985018152275,0.00154855550979075,0.56987299372031
TRIM59,-0.788325661067474,1.69895713766167,-4.12997453294393,0.000180517547720114,0.00155274369100763,0.567077411100711
IQCB1,-0.491898068782573,3.67818847896906,-4.12964725375206,0.000180697169678866,0.00155347298227629,0.566136332798859
